CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas
01387625000110,DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA.,2,2025,162716294.01
77781706000162,UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO,2,2025,165435952.61
,,2,2025,126791271.29
02668512000156,H.B. SAÚDE S/A.,2,2025,152420494.44
01143922000110,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO,2,2025,10279336.42
16415598000110,UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA,2,2025,118770387.36
51304798000104,UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA,2,2025,41876473.29
89640452000141,UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2,2025,16567798.55
00950062000164,CENTRO HOSPITALAR ATIBAIA LTDA.,2,2025,60808956.35
82239476000144,UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA,2,2025,2290644.32
45232246000127,UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO,2,2025,396547271.93
02896924000143,POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA,2,2025,17266537.55
45118429000116,UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,59779587.98
45467404000128,UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO,2,2025,14805629.30
,,2,2025,3586343.71
87689527000153,UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2,2025,40668692.42
66191263000133,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,2,2025,41871347.22
62231527000184,CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO,2,2025,567666386.65
87096616000196,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,2,2025,1797787637.69
72234164000194,UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,2,2025,7850572.07
07057185000110,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,2,2025,77154862.54
02852017000100,SISTEMAS E PLANOS DE SAÚDE LTDA.,2,2025,31587330.56
40294225000112,UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO,2,2025,124256598.37
57149775000140,UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,34678650.46
38499547000156,UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.,2,2025,118186066.63
59901454000186,SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE,2,2025,12353684.66
07241136000132,UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,271763919.46
73967085000155,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,2,2025,203476511.77
00532888000103,UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,2,2025,8954008.33
00730439000170,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,2,2025,18879552.73
45359213000142,UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO,2,2025,251591113.81
17774738000109,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,2,2025,185649527.72
71695746000105,UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS,2,2025,39160279.15
85283299000191,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,2,2025,117143356.07
20909271000171,UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO,2,2025,38648222.11
02774736000142,OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA,2,2025,76686360.39
54370630000187,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA,2,2025,97105709.00
96182068000108,UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO,2,2025,17105990.78
81733115000197,UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO,2,2025,24401455.10
86584901000193,UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO,2,2025,8066791.89
45309606000141,UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES,2,2025,171735368.79
42946061000196,UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO,2,2025,16257087.25
43293604000186,SANTA HELENA ASSISTÊNCIA MÉDICA S/A.,2,2025,450280906.97
75054940000162,FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,2,2025,167845128.99
45207131000182,UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO,2,2025,33770820.55
41687179000184,UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.,2,2025,24287973.29
76590884000143,UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.,2,2025,297201598.47
58229691000180,UNIMED DE SANTOS COOP DE TRAB MEDICO,2,2025,421220440.95
07583396000196,UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA,2,2025,75611633.38
88258884000120,UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,2,2025,210196123.96
79831608000118,SIM - CAIXA DE ASSISTÊNCIA À SAÚDE,2,2025,63809890.29
71063853000110,UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.,2,2025,28479467.56
87638334000173,UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.,2,2025,42681359.97
01608379000180,UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,2,2025,74226613.20
87647756000105,UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2,2025,99236445.25
27578434000120,UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO,2,2025,920633182.93
00361325000108,HUMANA SAÚDE NORDESTE LTDA.,2,2025,496275340.67
19969500000164,DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL,2,2025,9723186.62
37898335000189,UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO,2,2025,19775575.13
37035441000139,SELECT OPERADORA DE PLANO DE SAUDE LTDA,2,2025,47241160.86
53678264000165,UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,2,2025,117877214.65
81064511000179,UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO,2,2025,46550121.64
80297161000128,UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO,2,2025,17751560.98
37256591000172,UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA,2,2025,3021670.60
00891689000191,UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS,2,2025,9090210.94
04204285000133,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF,2,2025,30990611.07
44649812000138,NOTRE DAME INTERMÉDICA SAÚDE S.A.,2,2025,5062795081.01
42855999000109,UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.,2,2025,18354142.87
63367700000139,CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS,2,2025,47848243.98
16991945000152,UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO,2,2025,84792426.59
44673382000190,OMINT SERVIÇOS DE SAÚDE S.A.,2,2025,1181774913.31
24676884000167,UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,120574500.04
02864364000145,PLANO DE SAÚDE ANA COSTA LTDA.,2,2025,140863112.50
28974020000182,UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,31157711.71
77858611000108,UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO,2,2025,609048370.54
59007799000190,ASSOCIACAO DE SAUDE HOLAMBRA,2,2025,6135987.20
03657699000155,SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL,2,2025,273066864.69
37880952000157,VIVACOM PLANOS DE SAÚDE,2,2025,38605972.20
12923462000160,UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA,2,2025,7197679.19
96396395000162,UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO,2,2025,5917346.12
75003525000180,UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO,2,2025,53791604.64
00006037000127,UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO,2,2025,46266196.48
10219897000100,UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO,2,2025,44396797.03
25686544000180,UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO,2,2025,19387709.84
89100135000132,UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.,2,2025,16365748.41
03044492000105,HOSPITAL S.P. LTDA.,2,2025,4933460.90
45171402000197,UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO,2,2025,23643260.21
02513939000185,PLANO ASSISTENCIAL SÃO LUCAS LTDA,2,2025,3181410.08
37382009000114,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO,2,2025,44817495.44
64388812000139,UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO,2,2025,14020713.58
45272366000158,UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO,2,2025,169286456.63
35917970000130,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO,2,2025,209212003.76
02127779000136,LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.,2,2025,27929243.86
85241339000132,UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL,2,2025,86739285.27
00494870000164,UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO,2,2025,35260842.03
56762172000157,UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO,2,2025,22397837.70
30505523000150,DONA SAÚDE CLINICAS LTDA,2,2025,3306177.69
81710865000143,UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .,2,2025,35799298.57
02254846000183,COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ,2,2025,2296386.53
78953023000108,UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO,2,2025,34565846.33
59499251000105,UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO,2,2025,24641156.05
88938089000182,UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA,2,2025,9058208.72
02849393000138,BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.,2,2025,154562373.76
87158507000156,COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.,2,2025,143562437.58
84537141000138,SAMEL PLANO DE SAÚDE LTDA,2,2025,192385547.69
08707473000135,UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA,2,2025,156754758.57
42939207000176,UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO,2,2025,4579913.10
25971433000115,UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,2,2025,34526523.57
63554067000198,HAPVIDA ASSISTENCIA MEDICA S.A.,2,2025,5304748384.71
15308521000188,UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA,2,2025,15064354.14
20320487000105,AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL,2,2025,43010296.41
48628366000136,UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO,2,2025,185168791.15
51093193000103,UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO,2,2025,77306409.15
44456036000150,UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO,2,2025,255546073.79
81170003000175,UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO,2,2025,250166073.52
25471574000179,UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO,2,2025,29662432.01
17333055000116,UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA,2,2025,3746947.22
02618303000106,FUNASA SAÚDE,2,2025,8402134.77
80871551000160,UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS,2,2025,89639813.55
02580965000126,UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA,2,2025,2671351.18
70523899000102,UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO,2,2025,26418627.49
78931391000155,UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO,2,2025,102940965.78
76767219000182,UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO,2,2025,394686891.59
02248344000140,UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA,2,2025,17015969.69
39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.,2,2025,91744685.81
35988963000120,UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO,2,2025,62744113.69
00381694000154,UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO,2,2025,39950615.53
02862447000103,NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.,2,2025,116093365.68
00826676000139,UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA,2,2025,1928743.30
56269913000162,PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,2,2025,17681256.57
20119509000165,FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,2,2025,29927659.67
00846662000187,LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A,2,2025,104809061.90
02725347000127,CARE PLUS MEDICINA ASSISTENCIAL LTDA.,2,2025,987508918.53
44857357000166,METRUS INSTITUTO DE SEGURIDADE SOCIAL,2,2025,178500146.92
01367538000100,UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA,2,2025,2681542.16
22027346000116,PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA,2,2025,1769968.47
31240963000196,ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI,2,2025,50718461.55
92911056000116,ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC,2,2025,1060725.20
02149799000108,UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA,2,2025,3199541.93
02476067000122,UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO,2,2025,1216570917.75
17790718000121,UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA,2,2025,358524514.22
13170410000122,ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC,2,2025,13778282.00
01445199000124,UNIHOSP SAÚDE LTDA,2,2025,78285031.43
48717516000188,UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO,2,2025,21882592.35
05814777000103,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL,2,2025,202347718.68
42892281000184,UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÉDICO LTDA.,2,2025,147354681.18
00366982000130,CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO,2,2025,53613518.55
42936518000181,UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA,2,2025,15589507.63
34011288000111,ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO,2,2025,14269458.03
04503249000170,ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM,2,2025,5542158.64
00856424000152,CARE PLUS ODONTOLOGIA ASSISTENCIAL LTDA.,2,2025,5265935.09
02751464000165,ODONTOGROUP SISTEMA DE SAÚDE LTDA.,2,2025,6393654.31
70094578000130,COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA,2,2025,4114006.58
00773639000100,CENTRO CLÍNICO GAÚCHO LTDA,2,2025,205087504.86
42163881000101,UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO,2,2025,43905275.41
12317012000123,ASSOCIAÇÃO DO FISCO DE ALAGOAS,2,2025,-3009469.68
67839969000121,AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA,2,2025,37423114.16
37135365000133,ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.,2,2025,37844210.37
69099307000198,CROWN ODONTOLOGIA DE GRUPO LTDA,2,2025,550186.44
68668045000172,AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ,2,2025,56364855.65
02989632000155,EVANGELICO SAUDE LTDA.,2,2025,10990309.76
53454617000143,SISTEMA TOTAL DE SAÚDE LTDA.,2,2025,5312387.40
02220135000198,ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO,2,2025,10757558.44
03123146000112,BIO SAÚDE SERVIÇOS MÉDICOS LTDA,2,2025,9916176.24
03098226000165,SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA,2,2025,30545523.20
72350382000194,COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA,2,2025,7640885.58
03273825000178,METLIFE PLANOS ODONTOLÓGICOS LTDA.,2,2025,44484984.84
83367342000171,ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE,2,2025,63959987.00
71565659000133,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA,2,2025,3949815.22
03268622000193,COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.,2,2025,10707535.12
59766105000107,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,2,2025,2137160.71
57272510000135,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,2,2025,10609459.19
00147571000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU,2,2025,26329292.02
02009924000184,GAMA SAUDE LTDA.,2,2025,-548489.69
03219363000100,SEPACO SAÚDE LTDA,2,2025,2466295.18
28023703000154,ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA,2,2025,1302377.49
72916364000127,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS,2,2025,3421666.04
00665690000106,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA,2,2025,2630400.70
66491036000123,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ,2,2025,2022621.88
66493339000185,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU,2,2025,1647835.05
71753297000104,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA,2,2025,5065068.71
24729097000136,SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI,2,2025,756291.51
72918287000144,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS),2,2025,14717905.54
03424929000136,SAUDE PAS - MEDICINA E ODONTO,2,2025,87515635.37
68687722000108,G & M ASSESSORIA MEDICA EMPRESARIAL LTDA,2,2025,224012.48
00642842000147,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA,2,2025,1555096.40
00444803000135,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE,2,2025,6799376.19
73565319000138,ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA,2,2025,4478367.04
03494031000134,COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS,2,2025,2806005.69
00034259000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA,2,2025,13046936.09
71559272000174,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,2,2025,20838962.16
60499365000134,FUNDACAO LEONOR DE BARROS CAMARGO,2,2025,34669463.41
00200720000109,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS),2,2025,7238932.29
03613857000175,CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA,2,2025,4714189.26
03637776000105,FILOSANITAS SAUDE LTDA,2,2025,14492197.92
00648506000101,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU,2,2025,2725066.96
03011072000122,PLANO HOSPITAL SAMARITANO LTDA,2,2025,235970997.91
03638220000133,PLANO DE SAUDE ASES LTDA.,2,2025,28117193.54
03849449000117,ASSOCIAÇÃO ASSISTENCIAL DE SAÚDE SUPLEMENTAR CRUZ AZUL SAÚDE,2,2025,107439771.45
03627391000167,SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA,2,2025,5350633.00
03548273000163,MEDIC GLOBAL PLANOS DE SAÚDE LTDA.,2,2025,3572314.01
03670297000190,MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA,2,2025,1769583.65
03977587000181,SBC SAÚDE LTDA.,2,2025,15634228.69
04002216000147,SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA,2,2025,13524648.31
03702977000149,CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC,2,2025,32660300.35
00307714000147,ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL,2,2025,11433150.27
03773153000160,TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA,2,2025,15149343.95
03990914000135,ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA,2,2025,4186593.75
04165719000133,GS PLANO GLOBAL DE SAÚDE LTDA,2,2025,23560167.24
04234059000103,PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.,2,2025,1199087.33
03694367000140,AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP,2,2025,2194354.16
04257073000114,AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA,2,2025,18935604.79
92219070000153,SOCIEDADE PORTUGUESA DE BENEFICÊNCIA,2,2025,9378350.55
04222989000139,UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.,2,2025,9739296.79
04197511000104,CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND,2,2025,10498837.53
04311093000126,CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MATO GROSSO DO SUL,2,2025,454584922.77
04299994000140,PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA,2,2025,387247.83
16608812000154,SOCIEDADE BENEFICENTE DEZOITO DE JULHO,2,2025,15171479.88
04212174000179,DENTAL MASTER LTDA - EPP,2,2025,2010709.24
78304672000188,CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU,2,2025,3411692.01
59762062000183,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS),2,2025,12426711.08
04859814000137,SAÚDE BRB - CAIXA DE ASSISTÊNCIA,2,2025,56282836.62
05011316000100,HBC SAÚDE LTDA.,2,2025,65640337.97
03187913000157,ODONTOART PLANOS ODONTOLÓGICOS LTDA,2,2025,2883449.80
04558034000157,LIFE EMPRESARIAL SAÚDE LTDA.,2,2025,86456036.07
03230123000107,UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,2,2025,37157439.94
04745753000187,UNIÃO MÉDICA PLANOS DE SAÚDE S/A,2,2025,94863956.93
04222235000189,SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA,2,2025,3020190.55
04911101000175,VIVENTERIS LTDA,2,2025,5665441.13
04839091000104,FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC,2,2025,34516.46
05774975000190,SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA,2,2025,4239782.82
01648339000161,VITA ASSISTÊNCIA A SAÚDE LTDA.,2,2025,28928433.27
05029064000139,SAÚDE SANTA TEREZA LTDA.,2,2025,48656632.32
06091170000105,UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO,2,2025,44273393.42
00395266000180,MAIS SAÚDE PLANO DE SAÚDE LTDA,2,2025,24810142.57
06145428000109,PORTO DIAS SAUDE LTDA.,2,2025,1215608.90
04299138000194,BIOVIDA SAÚDE LTDA.,2,2025,130859933.83
07154253000169,RODRIGUES LEIRA ODONTOLOGIA LTDA.,2,2025,2175099.60
07270625000112,FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA,2,2025,12354467.94
04202013000102,POLICLIN SAÚDE S/A.,2,2025,79757676.73
07844436000106,CABERJ INTEGRAL SAÚDE S.A,2,2025,79343294.55
41369935000127,SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.,2,2025,691057.47
02569472000195,CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA,2,2025,1235794.32
05983170000157,PLANO ODONTOLÓGICO DENTALVIDAS LTDA.,2,2025,21457716.42
51262335000119,CLÍNICA SÃO GABRIEL S/S LTDA,2,2025,65606.08
04430627000133,PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA,2,2025,2452558.98
00885918000165,HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA,2,2025,33332089.28
08097092000181,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA,2,2025,101417363.61
02866602000151,SUL AMÉRICA PARANÁ CLÍNICAS SERVIÇOS DE SAÚDE S.A.,2,2025,19534319.97
50432863000106,MATÃO CLINICAS & AMHMA SAÚDE LTDA,2,2025,35899356.85
08787782000162,PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA,2,2025,4849751.74
08202035000115,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA,2,2025,77730465.74
08883265000197,ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE,2,2025,21787688.89
07781345000179,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS,2,2025,37418072.32
08708980000193,OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A,2,2025,39936153.09
